participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.comment,player.stop_epochtime,player.stop_clocktime,player.total_time_to_completion,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
10,gtqsu081,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,y9psf932,,,,,1
1,bp366qzb,,0,8,9,Debrief,end,2022-03-08 17:06:31.409839,1,,,0.0,1,,0.0,,1646759788,18:16:28,584,1,1,6m3a2dfn,,,,,1
2,5xbsmnpq,,0,0,9,,,,0,,,0.0,2,,0.0,,,,,1,1,6m3a2dfn,,,,,1
3,h68x0srg,,0,0,9,,,,0,,,0.0,3,,0.0,,,,,1,1,6m3a2dfn,,,,,1
4,r7diduop,,0,0,9,,,,0,,,0.0,4,,0.0,,,,,1,1,6m3a2dfn,,,,,1
5,wywahdws,,0,0,9,,,,0,,,0.0,5,,0.0,,,,,1,1,6m3a2dfn,,,,,1
6,k58jugxe,,0,0,9,,,,0,,,0.0,6,,0.0,,,,,1,1,6m3a2dfn,,,,,1
7,26jwhy1b,,0,0,9,,,,0,,,0.0,7,,0.0,,,,,1,1,6m3a2dfn,,,,,1
8,hvqolkon,,0,0,9,,,,0,,,0.0,8,,0.0,,,,,1,1,6m3a2dfn,,,,,1
9,z9j5hetg,,0,0,9,,,,0,,,0.0,9,,0.0,,,,,1,1,6m3a2dfn,,,,,1
10,c9cg6qk0,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,6m3a2dfn,,,,,1
1,anxca0i1,,0,8,9,Debrief,end,2022-03-24 12:18:57.303860,1,,,0.0,1,,0.0,,1648126660,13:57:40,1363,1,1,740w3mpt,,,,,1
2,j6apoi4c,,0,0,9,,,,0,,,0.0,2,,0.0,,,,,1,1,740w3mpt,,,,,1
3,vc61y4vm,,0,0,9,,,,0,,,0.0,3,,0.0,,,,,1,1,740w3mpt,,,,,1
4,an1bdqns,,0,0,9,,,,0,,,0.0,4,,0.0,,,,,1,1,740w3mpt,,,,,1
5,hoov6otz,,0,0,9,,,,0,,,0.0,5,,0.0,,,,,1,1,740w3mpt,,,,,1
6,c1lm48gu,,0,0,9,,,,0,,,0.0,6,,0.0,,,,,1,1,740w3mpt,,,,,1
7,ywpr0juu,,0,0,9,,,,0,,,0.0,7,,0.0,,,,,1,1,740w3mpt,,,,,1
8,vt9iym2y,,0,0,9,,,,0,,,0.0,8,,0.0,,,,,1,1,740w3mpt,,,,,1
9,ojr8api6,,0,0,9,,,,0,,,0.0,9,,0.0,,,,,1,1,740w3mpt,,,,,1
10,q76d3y8p,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,740w3mpt,,,,,1
1,4o6lzaye,,0,0,9,,,,0,,,0.0,1,,0.0,,,,,1,1,wo5ymm6d,,,,,1
2,dkyp1p2o,,0,0,9,,,,0,,,0.0,2,,0.0,,,,,1,1,wo5ymm6d,,,,,1
3,akvx8bov,,0,0,9,,,,0,,,0.0,3,,0.0,,,,,1,1,wo5ymm6d,,,,,1
4,jwe8pmov,,0,0,9,,,,0,,,0.0,4,,0.0,,,,,1,1,wo5ymm6d,,,,,1
5,yg7kpfkg,,0,0,9,,,,0,,,0.0,5,,0.0,,,,,1,1,wo5ymm6d,,,,,1
6,o4a06eqa,,0,0,9,,,,0,,,0.0,6,,0.0,,,,,1,1,wo5ymm6d,,,,,1
7,ryvxhhdl,,0,0,9,,,,0,,,0.0,7,,0.0,,,,,1,1,wo5ymm6d,,,,,1
8,7eyubcqa,,0,0,9,,,,0,,,0.0,8,,0.0,,,,,1,1,wo5ymm6d,,,,,1
9,lgv1f0db,,0,0,9,,,,0,,,0.0,9,,0.0,,,,,1,1,wo5ymm6d,,,,,1
10,bq1giwi3,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,wo5ymm6d,,,,,1
1,dy6887n0,,0,0,9,,,,0,,,0.0,1,,0.0,,,,,1,1,qfvlt1c2,,,,,1
2,o7by8rhy,,0,7,9,Offer,Offer,2022-03-24 14:09:49.726414,1,,,0.0,2,,0.0,,,,,1,1,qfvlt1c2,,,,,1
3,bk6p7b0l,,0,0,9,,,,0,,,0.0,3,,0.0,,,,,1,1,qfvlt1c2,,,,,1
4,g3xlr08j,,0,0,9,,,,0,,,0.0,4,,0.0,,,,,1,1,qfvlt1c2,,,,,1
5,79p61n9o,,0,0,9,,,,0,,,0.0,5,,0.0,,,,,1,1,qfvlt1c2,,,,,1
6,ij791fu8,,0,0,9,,,,0,,,0.0,6,,0.0,,,,,1,1,qfvlt1c2,,,,,1
7,dwbu0gy7,,0,0,9,,,,0,,,0.0,7,,0.0,,,,,1,1,qfvlt1c2,,,,,1
8,4kveudpv,,0,0,9,,,,0,,,0.0,8,,0.0,,,,,1,1,qfvlt1c2,,,,,1
9,80t7aoau,,0,0,9,,,,0,,,0.0,9,,0.0,,,,,1,1,qfvlt1c2,,,,,1
10,0lelyjdm,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,qfvlt1c2,,,,,1
1,330hzbis,,0,2,9,Intro,ProlificID,2022-03-24 14:55:30.283036,1,,,0.0,1,,0.0,,,,,1,1,1gb7152n,,,,,1
2,0l0r53z4,,0,0,9,,,,0,,,0.0,2,,0.0,,,,,1,1,1gb7152n,,,,,1
3,i9crc92v,,0,0,9,,,,0,,,0.0,3,,0.0,,,,,1,1,1gb7152n,,,,,1
4,emriwug0,,0,0,9,,,,0,,,0.0,4,,0.0,,,,,1,1,1gb7152n,,,,,1
5,4lzgz2kr,,0,0,9,,,,0,,,0.0,5,,0.0,,,,,1,1,1gb7152n,,,,,1
6,ogzixajj,,0,0,9,,,,0,,,0.0,6,,0.0,,,,,1,1,1gb7152n,,,,,1
7,9p3y3yt1,,0,0,9,,,,0,,,0.0,7,,0.0,,,,,1,1,1gb7152n,,,,,1
8,hkxufk4v,,0,0,9,,,,0,,,0.0,8,,0.0,,,,,1,1,1gb7152n,,,,,1
9,61g9ok6v,,0,0,9,,,,0,,,0.0,9,,0.0,,,,,1,1,1gb7152n,,,,,1
10,f8xuqbnr,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,1gb7152n,,,,,1
1,z2cp5swr,,0,0,9,,,,0,,,0.0,1,,0.0,,,,,1,1,s5qrasuh,,,,,1
2,3zewej79,,0,0,9,,,,0,,,0.0,2,,0.0,,,,,1,1,s5qrasuh,,,,,1
3,p9gj2whd,,0,0,9,,,,0,,,0.0,3,,0.0,,,,,1,1,s5qrasuh,,,,,1
4,z7kvjaq6,,0,0,9,,,,0,,,0.0,4,,0.0,,,,,1,1,s5qrasuh,,,,,1
5,u35ptrtv,,0,0,9,,,,0,,,0.0,5,,0.0,,,,,1,1,s5qrasuh,,,,,1
6,43mayt12,,0,0,9,,,,0,,,0.0,6,,0.0,,,,,1,1,s5qrasuh,,,,,1
7,pfkugzg8,,0,0,9,,,,0,,,0.0,7,,0.0,,,,,1,1,s5qrasuh,,,,,1
8,zztu3a5i,,0,0,9,,,,0,,,0.0,8,,0.0,,,,,1,1,s5qrasuh,,,,,1
9,b3dy0ysr,,0,0,9,,,,0,,,0.0,9,,0.0,,,,,1,1,s5qrasuh,,,,,1
10,390vfscb,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,s5qrasuh,,,,,1
1,wab2zqvr,,0,8,9,Debrief,end,2022-03-24 14:55:57.964939,1,,,0.0,1,,0.0,,1648134411,16:06:51,651,1,1,mwfdsv32,,,,,1
2,cwz39sv9,,0,0,9,,,,0,,,0.0,2,,0.0,,,,,1,1,mwfdsv32,,,,,1
3,jxgslyrx,,0,0,9,,,,0,,,0.0,3,,0.0,,,,,1,1,mwfdsv32,,,,,1
4,iipedtc6,,0,0,9,,,,0,,,0.0,4,,0.0,,,,,1,1,mwfdsv32,,,,,1
5,97higtwq,,0,5,9,Task,Task,2022-03-24 15:08:59.413477,1,,,0.0,5,,0.0,,,,,1,1,mwfdsv32,,,,,1
6,et4oyydn,,0,0,9,,,,0,,,0.0,6,,0.0,,,,,1,1,mwfdsv32,,,,,1
7,1ilgxx0k,,0,0,9,,,,0,,,0.0,7,,0.0,,,,,1,1,mwfdsv32,,,,,1
8,tbllg5mz,,0,0,9,,,,0,,,0.0,8,,0.0,,,,,1,1,mwfdsv32,,,,,1
9,ihjr15jq,,0,0,9,,,,0,,,0.0,9,,0.0,,,,,1,1,mwfdsv32,,,,,1
10,ymksuzbn,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,mwfdsv32,,,,,1
1,kj5mcccr,,0,0,9,,,,0,,,0.0,1,,0.0,,,,,1,1,poed3s7p,,,,,1
2,i55msom9,,0,9,9,Debrief,comment_submitted,2022-03-24 15:09:41.015484,1,,,0.0,2,,0.0,hhh,1648134792,16:13:12,209,1,1,poed3s7p,,,,,1
3,g45yoo0p,,0,0,9,,,,0,,,0.0,3,,0.0,,,,,1,1,poed3s7p,,,,,1
4,m06455ob,,0,0,9,,,,0,,,0.0,4,,0.0,,,,,1,1,poed3s7p,,,,,1
5,ufm0dxzy,,0,0,9,,,,0,,,0.0,5,,0.0,,,,,1,1,poed3s7p,,,,,1
6,uymgj42s,,0,0,9,,,,0,,,0.0,6,,0.0,,,,,1,1,poed3s7p,,,,,1
7,l2ce7ly3,,0,0,9,,,,0,,,0.0,7,,0.0,,,,,1,1,poed3s7p,,,,,1
8,3a8jdwnt,,0,0,9,,,,0,,,0.0,8,,0.0,,,,,1,1,poed3s7p,,,,,1
9,sbckpmzq,,0,0,9,,,,0,,,0.0,9,,0.0,,,,,1,1,poed3s7p,,,,,1
10,mh4c3c1d,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,poed3s7p,,,,,1
1,zkl5tv24,,0,6,9,Task,Results,2022-03-24 16:18:09.857283,1,,,0.0,1,,0.0,,,,,1,1,j4o11ecs,,,,,1
2,tq8d1m7a,,0,0,9,,,,0,,,0.0,2,,0.0,,,,,1,1,j4o11ecs,,,,,1
3,t7wbpvo4,,0,0,9,,,,0,,,0.0,3,,0.0,,,,,1,1,j4o11ecs,,,,,1
4,9ykrl1hp,,0,0,9,,,,0,,,0.0,4,,0.0,,,,,1,1,j4o11ecs,,,,,1
5,w5xct7q3,,0,0,9,,,,0,,,0.0,5,,0.0,,,,,1,1,j4o11ecs,,,,,1
6,kf9d4n7d,,0,0,9,,,,0,,,0.0,6,,0.0,,,,,1,1,j4o11ecs,,,,,1
7,uxrf9bxs,,0,0,9,,,,0,,,0.0,7,,0.0,,,,,1,1,j4o11ecs,,,,,1
8,bouy8qln,,0,0,9,,,,0,,,0.0,8,,0.0,,,,,1,1,j4o11ecs,,,,,1
9,d0hjmoei,,0,0,9,,,,0,,,0.0,9,,0.0,,,,,1,1,j4o11ecs,,,,,1
10,tlkqphuf,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,j4o11ecs,,,,,1
11,h41c1tm2,,0,0,9,,,,0,,,0.0,11,,0.0,,,,,1,1,j4o11ecs,,,,,1
12,tbswgz7s,,0,0,9,,,,0,,,0.0,12,,0.0,,,,,1,1,j4o11ecs,,,,,1
13,gfjcvtim,,0,0,9,,,,0,,,0.0,13,,0.0,,,,,1,1,j4o11ecs,,,,,1
14,34jooduh,,0,0,9,,,,0,,,0.0,14,,0.0,,,,,1,1,j4o11ecs,,,,,1
15,8zztqj98,,0,0,9,,,,0,,,0.0,15,,0.0,,,,,1,1,j4o11ecs,,,,,1
16,giuhslfi,,0,0,9,,,,0,,,0.0,16,,0.0,,,,,1,1,j4o11ecs,,,,,1
17,31i7czmg,,0,0,9,,,,0,,,0.0,17,,0.0,,,,,1,1,j4o11ecs,,,,,1
18,owgoen2i,,0,0,9,,,,0,,,0.0,18,,0.0,,,,,1,1,j4o11ecs,,,,,1
19,rv0mavrj,,0,0,9,,,,0,,,0.0,19,,0.0,,,,,1,1,j4o11ecs,,,,,1
20,5ysu7mm6,,0,0,9,,,,0,,,0.0,20,,0.0,,,,,1,1,j4o11ecs,,,,,1
21,tees2tuu,,0,0,9,,,,0,,,0.0,21,,0.0,,,,,1,1,j4o11ecs,,,,,1
22,s0h1w0uo,,0,0,9,,,,0,,,0.0,22,,0.0,,,,,1,1,j4o11ecs,,,,,1
23,yqxkpo38,,0,0,9,,,,0,,,0.0,23,,0.0,,,,,1,1,j4o11ecs,,,,,1
24,tvvig596,,0,0,9,,,,0,,,0.0,24,,0.0,,,,,1,1,j4o11ecs,,,,,1
25,9teig8hp,,0,0,9,,,,0,,,0.0,25,,0.0,,,,,1,1,j4o11ecs,,,,,1
26,54zlfn26,,0,0,9,,,,0,,,0.0,26,,0.0,,,,,1,1,j4o11ecs,,,,,1
27,6pfdayqs,,0,0,9,,,,0,,,0.0,27,,0.0,,,,,1,1,j4o11ecs,,,,,1
28,ssimq7cb,,0,0,9,,,,0,,,0.0,28,,0.0,,,,,1,1,j4o11ecs,,,,,1
29,t0orraxg,,0,0,9,,,,0,,,0.0,29,,0.0,,,,,1,1,j4o11ecs,,,,,1
30,pmicsieu,,0,0,9,,,,0,,,0.0,30,,0.0,,,,,1,1,j4o11ecs,,,,,1
31,o8hbggbk,,0,0,9,,,,0,,,0.0,31,,0.0,,,,,1,1,j4o11ecs,,,,,1
32,zgqyvcfe,,0,0,9,,,,0,,,0.0,32,,0.0,,,,,1,1,j4o11ecs,,,,,1
33,g9d9eils,,0,0,9,,,,0,,,0.0,33,,0.0,,,,,1,1,j4o11ecs,,,,,1
34,4vk0dq4h,,0,0,9,,,,0,,,0.0,34,,0.0,,,,,1,1,j4o11ecs,,,,,1
35,3o110zgd,,0,0,9,,,,0,,,0.0,35,,0.0,,,,,1,1,j4o11ecs,,,,,1
36,xmqijv1l,,0,0,9,,,,0,,,0.0,36,,0.0,,,,,1,1,j4o11ecs,,,,,1
37,0at99eur,,0,0,9,,,,0,,,0.0,37,,0.0,,,,,1,1,j4o11ecs,,,,,1
38,gj9n9p9r,,0,0,9,,,,0,,,0.0,38,,0.0,,,,,1,1,j4o11ecs,,,,,1
39,aracxkv6,,0,0,9,,,,0,,,0.0,39,,0.0,,,,,1,1,j4o11ecs,,,,,1
40,uy6wd28z,,0,0,9,,,,0,,,0.0,40,,0.0,,,,,1,1,j4o11ecs,,,,,1
41,r2u1uvwx,,0,0,9,,,,0,,,0.0,41,,0.0,,,,,1,1,j4o11ecs,,,,,1
42,ilq7xba2,,0,0,9,,,,0,,,0.0,42,,0.0,,,,,1,1,j4o11ecs,,,,,1
43,m2xac70m,,0,0,9,,,,0,,,0.0,43,,0.0,,,,,1,1,j4o11ecs,,,,,1
44,r7fx6g6g,,0,0,9,,,,0,,,0.0,44,,0.0,,,,,1,1,j4o11ecs,,,,,1
45,ctyd7cch,,0,0,9,,,,0,,,0.0,45,,0.0,,,,,1,1,j4o11ecs,,,,,1
46,fbb327xg,,0,0,9,,,,0,,,0.0,46,,0.0,,,,,1,1,j4o11ecs,,,,,1
47,xn3pwnbb,,0,0,9,,,,0,,,0.0,47,,0.0,,,,,1,1,j4o11ecs,,,,,1
48,d3vmr64q,,0,0,9,,,,0,,,0.0,48,,0.0,,,,,1,1,j4o11ecs,,,,,1
49,r8tpeu66,,0,0,9,,,,0,,,0.0,49,,0.0,,,,,1,1,j4o11ecs,,,,,1
50,lxviyxs2,,0,0,9,,,,0,,,0.0,50,,0.0,,,,,1,1,j4o11ecs,,,,,1
1,jrn1qjyz,,0,9,9,Debrief,comment_submitted,2022-03-24 23:20:43.855193,1,,,0.0,1,,0.0,jjj,1648164634,00:30:34,576,1,1,6odo5qh3,,,,,1
2,489armni,,0,8,9,Debrief,end,2022-03-24 23:31:16.091335,1,,,0.0,2,,0.0,,1648165569,00:46:09,589,1,1,6odo5qh3,,,,,1
3,6wo7o7yn,,0,0,9,,,,0,,,0.0,3,,0.0,,,,,1,1,6odo5qh3,,,,,1
4,h14wytxr,,0,0,9,,,,0,,,0.0,4,,0.0,,,,,1,1,6odo5qh3,,,,,1
5,rtcmscsd,,0,0,9,,,,0,,,0.0,5,,0.0,,,,,1,1,6odo5qh3,,,,,1
6,ojp5wb2u,,0,0,9,,,,0,,,0.0,6,,0.0,,,,,1,1,6odo5qh3,,,,,1
7,2gxf1etn,,0,8,9,Debrief,end,2022-03-24 23:54:41.841515,1,,,0.0,7,,0.0,,1648166424,01:00:24,312,1,1,6odo5qh3,,,,,1
8,3caqn7dt,,0,0,9,,,,0,,,0.0,8,,0.0,,,,,1,1,6odo5qh3,,,,,1
9,glm9ji5u,,0,0,9,,,,0,,,0.0,9,,0.0,,,,,1,1,6odo5qh3,,,,,1
10,rxc9c8dp,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,6odo5qh3,,,,,1
11,ahm15xch,,0,0,9,,,,0,,,0.0,11,,0.0,,,,,1,1,6odo5qh3,,,,,1
12,v9ce8ktv,,0,0,9,,,,0,,,0.0,12,,0.0,,,,,1,1,6odo5qh3,,,,,1
13,6awrxed1,,0,0,9,,,,0,,,0.0,13,,0.0,,,,,1,1,6odo5qh3,,,,,1
14,s40tqb9n,,0,0,9,,,,0,,,0.0,14,,0.0,,,,,1,1,6odo5qh3,,,,,1
15,bi45ahd4,,0,0,9,,,,0,,,0.0,15,,0.0,,,,,1,1,6odo5qh3,,,,,1
16,1y1ieiuf,,0,0,9,,,,0,,,0.0,16,,0.0,,,,,1,1,6odo5qh3,,,,,1
17,odo85i7t,,0,0,9,,,,0,,,0.0,17,,0.0,,,,,1,1,6odo5qh3,,,,,1
18,o4hpnor3,,0,0,9,,,,0,,,0.0,18,,0.0,,,,,1,1,6odo5qh3,,,,,1
19,4vom47w0,,0,0,9,,,,0,,,0.0,19,,0.0,,,,,1,1,6odo5qh3,,,,,1
20,frpr9ide,,0,0,9,,,,0,,,0.0,20,,0.0,,,,,1,1,6odo5qh3,,,,,1
21,rxp8x385,,0,0,9,,,,0,,,0.0,21,,0.0,,,,,1,1,6odo5qh3,,,,,1
22,2kjrjtfa,,0,0,9,,,,0,,,0.0,22,,0.0,,,,,1,1,6odo5qh3,,,,,1
23,dnjqzzsq,,0,0,9,,,,0,,,0.0,23,,0.0,,,,,1,1,6odo5qh3,,,,,1
24,j73mqxac,,0,0,9,,,,0,,,0.0,24,,0.0,,,,,1,1,6odo5qh3,,,,,1
25,ww73y0hn,,0,0,9,,,,0,,,0.0,25,,0.0,,,,,1,1,6odo5qh3,,,,,1
26,3mmss1zd,,0,0,9,,,,0,,,0.0,26,,0.0,,,,,1,1,6odo5qh3,,,,,1
27,12p7qxp6,,0,0,9,,,,0,,,0.0,27,,0.0,,,,,1,1,6odo5qh3,,,,,1
28,xiobumie,,0,0,9,,,,0,,,0.0,28,,0.0,,,,,1,1,6odo5qh3,,,,,1
29,i4h6di56,,0,0,9,,,,0,,,0.0,29,,0.0,,,,,1,1,6odo5qh3,,,,,1
30,dbdu8m9l,,0,0,9,,,,0,,,0.0,30,,0.0,,,,,1,1,6odo5qh3,,,,,1
31,jb3cpq8u,,0,0,9,,,,0,,,0.0,31,,0.0,,,,,1,1,6odo5qh3,,,,,1
32,qzn6cxb8,,0,0,9,,,,0,,,0.0,32,,0.0,,,,,1,1,6odo5qh3,,,,,1
33,qpcy867w,,0,0,9,,,,0,,,0.0,33,,0.0,,,,,1,1,6odo5qh3,,,,,1
34,klk6zfx2,,0,0,9,,,,0,,,0.0,34,,0.0,,,,,1,1,6odo5qh3,,,,,1
35,7kzh2g2e,,0,0,9,,,,0,,,0.0,35,,0.0,,,,,1,1,6odo5qh3,,,,,1
36,aquoeiv3,,0,0,9,,,,0,,,0.0,36,,0.0,,,,,1,1,6odo5qh3,,,,,1
37,tn70as28,,0,0,9,,,,0,,,0.0,37,,0.0,,,,,1,1,6odo5qh3,,,,,1
38,l3ijpncv,,0,0,9,,,,0,,,0.0,38,,0.0,,,,,1,1,6odo5qh3,,,,,1
39,j4wi3h61,,0,0,9,,,,0,,,0.0,39,,0.0,,,,,1,1,6odo5qh3,,,,,1
40,623ttk7y,,0,0,9,,,,0,,,0.0,40,,0.0,,,,,1,1,6odo5qh3,,,,,1
41,hbsc6zxo,,0,0,9,,,,0,,,0.0,41,,0.0,,,,,1,1,6odo5qh3,,,,,1
42,29mtytbj,,0,0,9,,,,0,,,0.0,42,,0.0,,,,,1,1,6odo5qh3,,,,,1
43,9fxukdrl,,0,0,9,,,,0,,,0.0,43,,0.0,,,,,1,1,6odo5qh3,,,,,1
44,l2312597,,0,0,9,,,,0,,,0.0,44,,0.0,,,,,1,1,6odo5qh3,,,,,1
45,pu8e9n6e,,0,0,9,,,,0,,,0.0,45,,0.0,,,,,1,1,6odo5qh3,,,,,1
46,vc9z598r,,0,0,9,,,,0,,,0.0,46,,0.0,,,,,1,1,6odo5qh3,,,,,1
47,nmhr48rw,,0,0,9,,,,0,,,0.0,47,,0.0,,,,,1,1,6odo5qh3,,,,,1
48,rel1lsup,,0,0,9,,,,0,,,0.0,48,,0.0,,,,,1,1,6odo5qh3,,,,,1
49,jr9jde7r,,0,0,9,,,,0,,,0.0,49,,0.0,,,,,1,1,6odo5qh3,,,,,1
50,npoo9btj,,0,0,9,,,,0,,,0.0,50,,0.0,,,,,1,1,6odo5qh3,,,,,1
1,rkrzr6pv,,0,0,9,,,,0,,,0.0,1,,0.0,,,,,1,1,07nr7568,,,,,1
2,4kyozuwn,,0,0,9,,,,0,,,0.0,2,,0.0,,,,,1,1,07nr7568,,,,,1
3,plfsl9nw,,0,0,9,,,,0,,,0.0,3,,0.0,,,,,1,1,07nr7568,,,,,1
4,zd1xriyl,,0,9,9,Debrief,comment_submitted,2022-03-25 00:05:32.855494,1,,,0.0,4,,0.0,yyyy,1648166842,01:07:22,105,1,1,07nr7568,,,,,1
5,6by3rd61,,0,0,9,,,,0,,,0.0,5,,0.0,,,,,1,1,07nr7568,,,,,1
6,yojbw6zf,,0,0,9,,,,0,,,0.0,6,,0.0,,,,,1,1,07nr7568,,,,,1
7,uoghqp6y,,0,0,9,,,,0,,,0.0,7,,0.0,,,,,1,1,07nr7568,,,,,1
8,phdx09z4,,0,0,9,,,,0,,,0.0,8,,0.0,,,,,1,1,07nr7568,,,,,1
9,m9np4zii,,0,0,9,,,,0,,,0.0,9,,0.0,,,,,1,1,07nr7568,,,,,1
10,fct3p9gu,,0,0,9,,,,0,,,0.0,10,,0.0,,,,,1,1,07nr7568,,,,,1
11,lpls5txy,,0,0,9,,,,0,,,0.0,11,,0.0,,,,,1,1,07nr7568,,,,,1
12,yd0pws8c,,0,0,9,,,,0,,,0.0,12,,0.0,,,,,1,1,07nr7568,,,,,1
13,xfx9uar4,,0,0,9,,,,0,,,0.0,13,,0.0,,,,,1,1,07nr7568,,,,,1
14,byj93ayi,,0,0,9,,,,0,,,0.0,14,,0.0,,,,,1,1,07nr7568,,,,,1
15,90ls714l,,0,0,9,,,,0,,,0.0,15,,0.0,,,,,1,1,07nr7568,,,,,1
16,8sms6upq,,0,0,9,,,,0,,,0.0,16,,0.0,,,,,1,1,07nr7568,,,,,1
17,mc5dxq4b,,0,0,9,,,,0,,,0.0,17,,0.0,,,,,1,1,07nr7568,,,,,1
18,ups8ygwc,,0,0,9,,,,0,,,0.0,18,,0.0,,,,,1,1,07nr7568,,,,,1
19,4b0ndc4j,,0,0,9,,,,0,,,0.0,19,,0.0,,,,,1,1,07nr7568,,,,,1
20,p6lrdpsh,,0,0,9,,,,0,,,0.0,20,,0.0,,,,,1,1,07nr7568,,,,,1
21,xibxjw8m,,0,0,9,,,,0,,,0.0,21,,0.0,,,,,1,1,07nr7568,,,,,1
